No.,Comment,Article URL,Platform,Pre-Sales-Sales-sales/Post-sales,Intent To Buy (Yes/ No/NA),Conversation Drivers (Product Attributes/ Pricing/ Experience of Using Product/ Customer Service/ Other),Sentiment (Positive/ Neutral/ Negative),Enquiry/ Compaint/ Praise/Other,Notes
775,"@slnchandana Hi Narendra, the A6000 will receive the Lollipop update. (1/3)",http://twitter.com/Lenovo_in/statuses/574812318548246528,TWITTER,,,,Neutral,,
776,"@KohlEyes8 Hi Arijit, the A6000 will receive the Lollipop update. (1/3)",http://twitter.com/Lenovo_in/statuses/574810328258777088,TWITTER,,,,Neutral,,
777,@narenderrathee3 Lenovo A6000 is a Flipkart exclusive. For information on registering for the device please visit http://t.co/u9xk7r6AwQ,http://twitter.com/Lenovo_in/statuses/574806068049633280,TWITTER,,,,Neutral,,
778,"@TwoCupsStudio Hi Manish, you can purchase the back covers for A6000 from Flipkart. For more information visit: http://t.co/3CNaLKEFLW",http://twitter.com/Lenovo_in/statuses/574805596278538240,TWITTER,,,,Neutral,,
779,Root Lenovo A6000 easily using framaroot application http://t.co/ZVDbyFVMGl #lenovo,http://twitter.com/EarningDiary/statuses/574801424241950720,TWITTER,,,,Neutral,,
780,Recently Launched Smartphones! #TechoTweet: Lenovo A7000 http://t.co/8IanUB507Y,http://twitter.com/gauravgoel53/statuses/574798472638939136,TWITTER,,,,Neutral,,
781,Recently Launched Smartphones! #TechoTweet: Lenovo Vibe Shot http://t.co/JmeZpzL9wA,http://twitter.com/gauravgoel53/statuses/574798248570806272,TWITTER,,,,Neutral,,
782,@pradeepprice Price Of Lenovo K900 is Rs.22300,http://twitter.com/PriceDealsIn/statuses/574794759744552960,TWITTER,,,,Neutral,,
783,Moto E (2nd Gen) Vs. Lenovo A6000 which is the perfect budget smartphone? http://t.co/ttsHsnn0kF #android,http://twitter.com/Readoo_in/statuses/574781702129762304,TWITTER,,,,Neutral,,
784,@LENOVO_A6000 please send that tshirt autographed by ranbir which was told in the video. #RanbirhitsA6,http://twitter.com/anuragsinha1992/statuses/574652924275503105,TWITTER,,,Customer Service,Neutral,Enquiry,
785,"@geekyranjit Sir,heard people having issues with Lenovo A6000, hanging or freezing issues due to low ram.So,I am skeptical about buying it.",http://twitter.com/siddharthjharia/statuses/574615130954076160,TWITTER,Pre-Sales,,Product Attributes,Neutral,Complaint,
786,"@Lenovo_in #iwantlenovoa6000  I want it bcoz this is my first love, I mean on first look of this phone i decided that i will buy it",http://twitter.com/ajay_pilaniya/statuses/574610419848871936,TWITTER,Pre-Sales,Yes,Product Attributes,Neutral,Praise,
787,@Lenovo_in I broke my Screen of Lenovo Vibe X2 How and where can i get it replaced,http://twitter.com/chinu000/statuses/574608048695590912,TWITTER,Post-Sales,,Customer Service,Neutral,Enquiry,
788,I liked a @YouTube video from @bangakhil http://t.co/FRHo9NNNDX Lenovo A536 Unboxing,http://twitter.com/bangakhil/statuses/574573392877252609,TWITTER,,,,Neutral,Praise,
789,RT @CollChris Budget A6000 Sale is 11 Mar. Register @Flipkart #india > http://t.co/WHcury6kzZ @Lenovo_in @lenovo http://t.co/NrqBC2Hnqs,http://twitter.com/verunsangwan4u/statuses/574553613499924480,TWITTER,,,,Neutral,,
790,RT @CollChris MT @Lenovo_in We‰Ûªll be back w/ A6000 sale 11 Mar. Register @Flipkart > http://t.co/0HEJbIwaUo #india @lenovo http://t.co/AFnkMq9kfk,http://twitter.com/Iyersim/statuses/574534544591753216,TWITTER,,,,Neutral,,
791,"RT @CollChris RT @RohitSahdev1725 @Lenovo_in Gud it is total amount and which model this is // Yes, the @lenovo A6000 http://t.co/D31PMKL0AI",http://twitter.com/sfrizwan/statuses/574509094838501376,TWITTER,,,,Neutral,,
792,RT @CollChris Budget A6000 phone sale is 11 Mar. Register @Flipkart > http://t.co/WHcury6kzZ #india @lenovo @Lenovo_in http://t.co/s5KVdKZlDk,http://twitter.com/indrajeet4u/statuses/574498150129385472,TWITTER,,,,Neutral,,
793,Samsung Galaxy S 4 or Lenovo Vibe x2 http://t.co/7r2U1pmwtu,http://twitter.com/broadbandforum/statuses/574477555090096128,TWITTER,,,,Neutral,,
794,"Why Lenovo A6000 still beats Moto E 2nd Generation: DISPLAY: The Lenovo model has a 5-inch, 720p HD display, w... http://t.co/ZMtOdTtyfI",http://twitter.com/DIGG_IT_INDIA/statuses/574447145186521088,TWITTER,,,Product Attributes,Neutral,Praise,
795,RT @prosconsview #Lenovo Vibe X2 Review: Pros and Cons @  http://t.co/KM7ffM94B4,http://twitter.com/jagratbordolai/statuses/574423282134351874,TWITTER,,,,Neutral,,
796,Drop 67% Price: Rs. 151.00. Electronics: Screenward 3X Screen Protector Scratch Guard For Lenovo P780 (Pack of... http://t.co/Rxod44RbVv,http://twitter.com/AdquisitioIndia/statuses/574380321203953664,TWITTER,,,,Neutral,,
797,Etisalat's smartphone offer for customers: The exclusive launch of Lenovo A6000 smartphone gives our prepaid c... http://t.co/d82Cal875G,http://twitter.com/DIGG_IT_INDIA/statuses/574325530301833218,TWITTER,,,,Neutral,,
798,Rooting Lenovo A319 WARNING! Rooting Your Device May Result In Loss Of Warranty. You Can Only Cause Further... http://t.co/fFCNayPPmj,http://twitter.com/gizdevdotcom/statuses/574299525684293633,TWITTER,,,,Neutral,,
799,Lenovo 4G enabled 'A7000' smartphone curtain raiser http://t.co/sSXeC7gVh4 #lenovo #A7000 #4G #iphonekiller #galaxyS6,http://twitter.com/abdikhalid/statuses/574288029939990528,TWITTER,,,,Neutral,,
800,Rooting Lenovo A319: Rooting Lenovo A319  WARNING! Rooting Your Device May Result In Loss Of Warranty. You Can... http://t.co/bdNUzcfZJR,http://twitter.com/gizdevdotcom/statuses/574287891007832064,TWITTER,,,,Neutral,,
801,Get a chance to win the Lenovo A6000 Yup! You read it correctly.  Must read this post at here:   http://t.co/DDZh4YaRja,http://twitter.com/BloggerShaun/statuses/574277077249081344,TWITTER,,,,Neutral,,
802,"@theeppori1 Moto g2, Nokia lumia 730,samsung s3 neo., Htc desire 620, Lenovo s850,samsung grand prime, blackberry Q5,sony xperia SP. ;-)))",http://twitter.com/kgkrishn/statuses/574236567595692034,TWITTER,,,,Positive,,
803,"RT @etailone @lenovo launched 2 new #AndroidLollipop #smartphones, #A7000 & #VibeShot at #MWC, #compare @  http://t.co/ufc3tfPBC7 http://t.co/n1jBGkWAKX",http://twitter.com/Malli1351/statuses/574207838236450816,TWITTER,,,,Neutral,,
804,"@lenovo launched 2 new #AndroidLollipop #smartphones, #A7000 & #VibeShot at #MWC, #compare @  http://t.co/ufc3tfPBC7 http://t.co/n1jBGkWAKX",http://twitter.com/etailone/statuses/574202258449043456,TWITTER,,,,Neutral,,
805,#deals #Lenovo Vibe Z K910L (Titanium) is selling cheaper at INR 17848 today http://t.co/HC8pflxStE #snapdeal,http://twitter.com/pricetrak/statuses/574200037363724288,TWITTER,,,,Neutral,,
806,Lenovo S580 ‰ÛÒ Root And Install Twrp Recovery The brand Chinese appliance proclaim that ‰ÛÏlaser-etched ‰Û÷back cover... http://t.co/ybeWw9KOYE,http://twitter.com/gizdevdotcom/statuses/574191736789975040,TWITTER,,,,Neutral,,
807,[Q] Lenovo K910L http://t.co/KI5RhRToqh,http://twitter.com/TopRoms/statuses/574188126857359360,TWITTER,,,,Neutral,,
808,[Q] Lenovo K910L - Apktop Android Games Apps  http://t.co/KcAnUrF20c  Share / Like to... http://t.co/vyFfbXSC8m,http://twitter.com/TopRoms/statuses/574187814012731392,TWITTER,,,,Neutral,,
809,Lenovo S580 ‰ÛÒ Root And Install Twrp Recovery: Lenovo S580 ‰ÛÒ Root And Install Twrp Recovery  The brand Chines... http://t.co/uRpN0Kfpgt,http://twitter.com/gizdevdotcom/statuses/574185766370201601,TWITTER,,,,Neutral,,
810,#deals #Lenovo S850 (Pink) is selling cheaper by 100% at INR 12 today http://t.co/cWAc4iuweG #amazonin,http://twitter.com/pricetrak/statuses/574170456581783552,TWITTER,,,,Neutral,,
811,@Lenovo_in @Flipkart where can i get different colour back panel for a6000 and not the default black which i got through flipkart,http://twitter.com/TwoCupsStudio/statuses/574153136903847936,TWITTER,,,,Neutral,,
812,@Lenovo_in . where can one get different colour original back panels for lenovo a6000 model as default one is black only?,http://twitter.com/TwoCupsStudio/statuses/574152709621686274,TWITTER,Post-Sales,,Customer Service,Neutral,Enquiry,
813,Lenovo 4G enabled A7000 smartphone curtain raiser: New Delhi: Chinese computer and smartphone firm Lenovo Grou... http://t.co/ZNmhD00O9S,http://twitter.com/DIGG_IT_INDIA/statuses/574150819467030528,TWITTER,,,,Neutral,,
814,"After #Lenovo, its #xiaomi selling smartphones with pre-loaded malwares.. #wakeupcall #alert #trustissues",http://twitter.com/rushi_cooldude/statuses/574146765676376064,TWITTER,,,,Neutral,,Xiaomi with malware
815,"After #Lenovo, its #xiomi selling smartphones with pre-loaded malwares.. #wakeupcall #alert #trustissues",http://twitter.com/rushi_cooldude/statuses/574146363169972225,TWITTER,,,,Neutral,,
816,RT @CollChris A6000 @lenovo phone goes on SALE 11 Mar. Register @Flipkart > http://t.co/WHcurynVYz #india @Lenovo_in http://t.co/GR3TQryqpf,http://twitter.com/sameerkinger/statuses/574146286896590848,TWITTER,,,,Neutral,,
817,Price Of Lenovo K900 is Rs.22300,http://twitter.com/PriceDealsIn/statuses/574144317930893313,TWITTER,,,,Neutral,,
818,#deals #Lenovo A526 (Blue) is selling cheaper by 8% at INR 5812 today http://t.co/NAWhFb40jG #amazonin,http://twitter.com/pricetrak/statuses/574143074772783106,TWITTER,,,,Neutral,,
819,Price Of Lenovo K900 is Rs.22300,http://twitter.com/PriceDealsIn/statuses/574142822980321281,TWITTER,,,,Neutral,,
820,#Lenovo's first #Intel powered #smartphone http://t.co/jrHMH6hCxD,http://twitter.com/aashish_biradar/statuses/574127181921665025,TWITTER,,,,Neutral,,
821,I liked a @YouTube video http://t.co/8Pmrb5Rury Best Phone Under 10K | Yu Yureka vs Lenovo A6000 vs Redmi Note vs Asus Zenfone 5,http://twitter.com/nadigavinash/statuses/574122862111391744,TWITTER,,,,Neutral,Praise,
822,RT @CollChris RT @pateldipesh Hey @Lenovo_in when are you releasing Android 5.0 Lollipop update for @lenovo A6000? // http://t.co/XjqWhzdv2o,http://twitter.com/biren419/statuses/574114793444876288,TWITTER,,,"Customer Service, Product Attributes",Neutral,Enquiry,
823,Hey @Lenovo_in when are you planning to release Android 5.0 Lollipop update for Lenovo A6000?,http://twitter.com/pateldipesh/statuses/574107872050614273,TWITTER,,,,Neutral,,
824,Lenovo P90 - First Look Mobile Phones Online Videos http://t.co/tNUTrohhYr via @ShareThis,http://twitter.com/MohsinBBK/statuses/574096930613018625,TWITTER,,,,Neutral,,
825,#Lenovo's First Ever Camera-Centric Smartphone: Vibe Shot packs 16MP Cameras: http://t.co/ElqF36lH8U http://t.co/pa9ehYEKzr,http://twitter.com/priceraja/statuses/574088395804270592,TWITTER,,,,Neutral,,
826,I Just Checked Best Price Of Lenovo K900 On http://t.co/pdzGqTajUe http://t.co/dT3oOCZUi6,http://twitter.com/price_tree/statuses/574079683605753856,TWITTER,,,,Neutral,,
827,RT @Lenovo_VIBE We had an incredible experience at #MWC2015 in Spain! Thanks for making us part of your mobile world :) #LenovoMWC http://t.co/AEj0hey9Ay,http://twitter.com/Lenovo_in/statuses/574072650697342976,TWITTER,,,,Neutral,,
828,RT @lenovo WE CAME. WE SAW. We nerded out on mobile tech. Thanks for being with us this week. #MWC15 over & out. http://t.co/G6pk1jl0Z4,http://twitter.com/Lenovo_in/statuses/574071894363611136,TWITTER,,,,Neutral,,
829,@Lenovo_VIBE is there any new model of vibe x coming after vibe x2,http://twitter.com/chikku94/statuses/574071049890832384,TWITTER,,,,Neutral,Enquiry,
830,RT @Lenovo_VIBE Epic Video or Stunning Photos? The choice is yours. Check out the new #A7000 and #VIBEShot smartphones at #MWC15! http://t.co/rmawob2Jhj,http://twitter.com/amythinking/statuses/574069453962395648,TWITTER,,,,Neutral,,
831,Lenovo A526-Aurora Blue @RS.5000.00 ( 50% off )... http://t.co/H19KleVejl,http://twitter.com/meracoupon/statuses/574068295005028352,TWITTER,,,,Neutral,,
832,#deals #Lenovo A526 Aurora Blue is selling cheaper by 2% at INR 5000 today http://t.co/BzFtc1OKts #flipkart,http://twitter.com/pricetrak/statuses/574016973647949824,TWITTER,,,,Neutral,,
833,#deals #Lenovo S580 Black is selling cheaper at INR 7999 today http://t.co/PntiOJsvx7 #snapdeal,http://twitter.com/pricetrak/statuses/573986808817565696,TWITTER,,,,Neutral,,
834,"#deals #Lenovo S820 (White, 4GB) is selling cheaper at INR 12 today http://t.co/RmQe6Zou3v #amazonin",http://twitter.com/pricetrak/statuses/573928208564813824,TWITTER,,,,Neutral,,
835,[Q] lenovo s930 rom - Apktop Android Games Apps  http://t.co/A2LJZeMoyn  Share /... http://t.co/bTzDc7LkAJ,http://twitter.com/TopRoms/statuses/573893243122810881,TWITTER,,,,Neutral,,
836,Moto E (2nd Gen) Vs. Lenovo A6000 which is the perfect budgetåÊsmartphone? http://t.co/S9Ytx97daW,http://twitter.com/bhuvanmohanan/statuses/573892508385611776,TWITTER,,,,Neutral,,
837,@Lenovo_in Please provide Lollipop update for my A6000. I bought A6000 leaving other but now Yu Yureka is getting the update on 26th March •À_,http://twitter.com/KohlEyes8/statuses/573886036482265090,TWITTER,Post-Sales,,Customer Service,Neutral,Enquiry,
838,I liked a @YouTube video http://t.co/lGvx3W2qBu Lenovo A6000 Review - The Best Budget Android Smartphone?,http://twitter.com/ianurag2121993/statuses/573868492006498304,TWITTER,,,,Neutral,Praise,
839,#Lenovo's First Ever Camera-Centric Smartphone:#VibeShot packs 16MP Camera! Read #MWC2015 Overview about this Mobile: http://t.co/ElqF36lH8U,http://twitter.com/priceraja/statuses/573848100869177344,TWITTER,,,,Neutral,,
840,"#deals #Lenovo S820 (White, 4GB) is selling cheaper at INR 12 today http://t.co/RmQe6Zou3v #amazonin",http://twitter.com/pricetrak/statuses/573837358757347333,TWITTER,,,,Neutral,,
841,[Q] [ROM] [PORT] 4.2.2 Lenovo S860 MIUI v5 and AOSP - Apktop Android Games Apps... http://t.co/zEAK5sKaYg,http://twitter.com/TopRoms/statuses/573832526961242112,TWITTER,,,,Neutral,,
842,Lenovo A7000 will come to India soon. Confused if you should buy it or get the A6000 only? Here is their comparison.   http://t.co/ocptJu3BXL,http://twitter.com/priceBaba/statuses/573825309553745920,TWITTER,,,,Neutral,,
843,"Install CWM And Root For Lenovo A6000 Disclaimer: In No Way, We Have A Responsibility, If You Brick Your Phone Or... http://t.co/tArlwJHkRA",http://twitter.com/gizdevdotcom/statuses/573806214900903936,TWITTER,,,,Neutral,,
844,#Lenovo Vibe X2 Review: Pros and Cons @  http://t.co/KM7ffM94B4,http://twitter.com/prosconsview/statuses/573794409927462912,TWITTER,,,,Neutral,,
845,"Install CWM And Root For Lenovo A6000: Install CWM And Root For Lenovo A6000  Disclaimer: In No Way, We Have ... http://t.co/bQlOSbpHAP",http://twitter.com/gizdevdotcom/statuses/573791033458216960,TWITTER,,,,Neutral,,
846,"RT @lenovo IT‰ÛªS A BIG, BEAUTIFUL mobile world out there. What‰Ûªs your flavor? #MWC15 http://t.co/QaIWl2o4d6 http://t.co/bOfHRjeIlj",http://twitter.com/Lenovo_in/statuses/573785252214104064,TWITTER,,,,Neutral,,
847,RT @lenovo QUICK DEMO of VIBE Shot--our multiple-award-winning camera smartphone crossover--live from #MWC15.  https://t.co/pZY3uqRUB0,http://twitter.com/Lenovo_in/statuses/573785098782314496,TWITTER,,,,Neutral,,
848,"#deals #Lenovo S820 (White, 4GB) is selling cheaper at INR 12 today http://t.co/RmQe6Zou3v #amazonin",http://twitter.com/pricetrak/statuses/573746746154557440,TWITTER,,,,Neutral,,
849,Lenovo A7000 4G the successor for A6000 with 5.5 Inch screen - http://t.co/0BvArtaGVK http://t.co/ShZLv3GHfx,http://twitter.com/DragonComputerz/statuses/573741121811017728,TWITTER,,,,Neutral,,
850,RT tech2eets: Lenovo unveils A7000 featuring Dolby Atmos and Lenovo Vibe Shot smartphones at MWC http://t.co/1KoTJjJfb2 ‰Û_,http://twitter.com/lujk97uuo/statuses/573708824487591937,TWITTER,,,,Neutral,,
851,@atuldarne already announced result of Lenovo s580 & lenovo tab A7-10. please check & conform  @snapdeal,http://twitter.com/rj_shiv49/statuses/573699135951519745,TWITTER,,,,Neutral,,
852,Lenovo A7000 first impressions: BARCELONA: Lenovo made quite a splash earlier this year with its A6000 budget ... http://t.co/hTF9hceXgX,http://twitter.com/DIGG_IT_INDIA/statuses/573698791062118401,TWITTER,,,,Neutral,,
853,Lenovo unveils A7000 featuring Dolby Atmos and Lenovo Vibe Shot smartphones at MWC http://t.co/xNsGq4VVjw http://t.co/lQZ29iZOKw,http://twitter.com/KjE_zpeb05yib/statuses/573692937588076544,TWITTER,,,,Neutral,,
854,Check out Lenovo A369i (Black) http://t.co/vhs6EzNHn2 via @,http://twitter.com/springwelness/statuses/573679501839761410,TWITTER,,,,Neutral,,
855,"#deals #Lenovo S820 (White, 4GB) is selling cheaper at INR 12 today http://t.co/RmQe6Zou3v #amazonin",http://twitter.com/pricetrak/statuses/573655857864421376,TWITTER,,,,Neutral,,
856,"Coming up soon. Lenovo Sisley S90, Microsoft Lumia 535 and the popular Lenovo A6000. http://t.co/Y3nzchWylT",http://twitter.com/raid101com/statuses/573610417467097088,TWITTER,,,,Neutral,,
857,"#deals #Lenovo S820 (White, 4GB) is selling cheaper at INR 12 today http://t.co/RmQe6Zou3v #amazonin",http://twitter.com/pricetrak/statuses/573565257618079744,TWITTER,,,,Neutral,,
858,"Get a chance To win Lenovo A6000 Mobile By participateing Simple Giveaway: Hello Guys ,Hope enjoying The festi... http://t.co/zzNiyNlzwP",http://twitter.com/invaderabhi/statuses/573537690383073280,TWITTER,,,,Positive,,
859,[Q] lenovo A328 imei null fix http://t.co/i1gpqUudFp,http://twitter.com/TopRoms/statuses/573532812357165057,TWITTER,,,,Neutral,,
860,[Q] lenovo A328 imei null fix - Apktop Android Games Apps... http://t.co/Ge8K7l7n9l,http://twitter.com/TopRoms/statuses/573530580622700544,TWITTER,,,,Neutral,,
861,Lenovo A6000 low price great phone  thanks  Lenovo  india http://t.co/aS8cUftKxM,http://twitter.com/siddusirasigi/statuses/573523797862539264,TWITTER,,,,Positive,,
862,Samsung Galaxy S 4 or Lenovo Vibe x2 http://t.co/7r2U1pmwtu,http://twitter.com/broadbandforum/statuses/573519735230328833,TWITTER,,,,Neutral,,
863,Checkout this cool new phone from #Lenovo - http://t.co/ZIktDXRu81   #SmartPhone #Specification #Rate #India http://t.co/3plmt8CBRw,http://twitter.com/AndyzDuniya/statuses/573511585236324355,TWITTER,,,,Positive,,
864,Checkout this cool new phone from #Lenovo - http://t.co/ZIktDXRu81  #SmartPhone #Specification #Rate #India #AndyzDuniya,http://twitter.com/AndyzDuniya/statuses/573510948830367744,TWITTER,,,,Positive,,
865,"Lenovo Vibe X2 Pro Hands on Review, Camera, Price, Features, Comparison, Overview at MWC 2015: http://t.co/LjL0rFvT2U via @YouTube",http://twitter.com/gadgetstouse/statuses/573510938407624704,TWITTER,,,,Neutral,,
866,#deals #Lenovo Vibe Z K910L (Titanium) is selling cheaper at INR 17848 today http://t.co/HC8pflxStE #snapdeal,http://twitter.com/pricetrak/statuses/573504835372249089,TWITTER,,,,Neutral,,
867,@Lenovo_in Will there be a lollipop update coming for Lenovo A6000 ?,http://twitter.com/slnchandana/statuses/573488705635155969,TWITTER,,,"Product Attributes, Customer Service",Neutral,Enquiry,
868,"#deals #Lenovo S820 (White, 4GB) is selling cheaper at INR 12 today http://t.co/RmQe6Zou3v #amazonin",http://twitter.com/pricetrak/statuses/573475693322891266,TWITTER,,,,Neutral,,
869,RT @LENOVO_A6000 Barfi in 6 seconds. #RanbirHitsA6 https://t.co/XWSMFDIZ4m,http://twitter.com/Ms_RanbirKapoor/statuses/573467317000015874,TWITTER,,,,Neutral,,
870,RT @LENOVO_A6000 This day has been so exciting! Having an awesome time. #RanbirHitsA6 http://t.co/XRvu4Qfr6k,http://twitter.com/Ms_RanbirKapoor/statuses/573467275166011392,TWITTER,,,,Neutral,,
871,"RT @LENOVO_A6000 Thanks for your request @RKalltheway Couldn't sing you a song, but here's something even better! #RanbirHitsA6 http://t.co/fRIlZOXmhH",http://twitter.com/Ms_RanbirKapoor/statuses/573467017312780288,TWITTER,,,,Neutral,,
872,"RT @LENOVO_A6000 Thank you @RanbirsVelvet from London, for showing so much enthusiasm! You seemed as excited as I was.  #RanbirHitsA6  http://t.co/eRhDcnecev",http://twitter.com/Ms_RanbirKapoor/statuses/573466950006788097,TWITTER,,,,Neutral,,
873,RT @LENOVO_A6000 Let the @Lenovo_in A6000ception begin!  #RanbirHitsA6 http://t.co/9dUEUoWqov,http://twitter.com/Ms_RanbirKapoor/statuses/573466309196845056,TWITTER,,,,Neutral,,
874,RT @LENOVO_A6000 Feels awesome seeing all the Twitter love. I wanna do something special for you! Send me your requests. #RanbirHitsA6 http://t.co/EBJnpRjipb,http://twitter.com/Ms_RanbirKapoor/statuses/573466282944675840,TWITTER,,,,Neutral,,
875,RT @LENOVO_A6000 CHECK OUT MY SMELLFIE... XD #RanbirHitsA6 http://t.co/gA7LWQLklb,http://twitter.com/Ms_RanbirKapoor/statuses/573466251382517760,TWITTER,,,,Neutral,,
876,RT @LENOVO_A6000 My phone seems to be missing and someone's gonna pay! The Curious Case of the Stolen @Lenovo_in A6000. #RanbirHitsA6 http://t.co/QiwRSdABmB,http://twitter.com/Ms_RanbirKapoor/statuses/573466231447007232,TWITTER,,,,Neutral,,
877,RT @LENOVO_A6000 Now I'm really getting angry. I'm so gonna get you for this Frapper!!!!!! #RanbirHitsA6 http://t.co/WufR7siAsX,http://twitter.com/Ms_RanbirKapoor/statuses/573466214359400448,TWITTER,,,,Neutral,,
878,RT @LENOVO_A6000 So I finally found the culprit! It was someone from the creative team. It's payback time! #RanbirHitsA6 http://t.co/DaPnu3fLFO,http://twitter.com/Ms_RanbirKapoor/statuses/573466191131373568,TWITTER,,,,Neutral,,
879,RT @FoneArena #Lenovo Vibe X2 Pro #FAMWC15 #MWC15 https://t.co/PPj4Cm2UJS,http://twitter.com/gopalakrishnan5/statuses/573462400537620480,TWITTER,,,,Neutral,,
880,RT @FoneArena #Lenovo Vibe X2 Pro #FAMWC15 #MWC15 https://t.co/PPj4Cm2UJS,http://twitter.com/Venkatsathya92/statuses/573462093602627584,TWITTER,,,,Neutral,,
881,Lenovo A7000 VS Lenovo A6000 Comparison http://t.co/s9H8PStAwM,http://twitter.com/shyamjai/statuses/573460355164188673,TWITTER,,,,Neutral,,
882,Get the Lenovo A6000... By participating Buyhatke lucky draw.. To know more how to win this phone please visit... http://t.co/Q7isuy4UDk,http://twitter.com/BuyHatke/statuses/573452732838756352,TWITTER,,,,Positive,,
883,#deals #Lenovo Vibe Z K910L (Titanium) is selling cheaper at INR 17848 today http://t.co/HC8pflxStE #snapdeal,http://twitter.com/pricetrak/statuses/573445758831075328,TWITTER,,,,Neutral,,
884,In this price lenovo A6000 and hawaei honor holly is the best mobile ye apko flipkart par he milege,http://www.facebook.com/permalink.php?story_fbid=952576108094658&id=115332808485663&comment_id=953825561303046,TWITTER,,,price,Positive,Praise,
885,"RT @Lenovo_in @MVolvorene Hi Wani, our engineers are working hard to give you candied sugar experience in Lenovo Vibe X2. (1/2)",http://twitter.com/MVolvorene/statuses/573441619787063296,TWITTER,,,,Neutral,,
886,"@MVolvorene Hi Wani, our engineers are working hard to give you candied sugar experience in Lenovo Vibe X2. (1/2)",http://twitter.com/Lenovo_in/statuses/573440900627582976,TWITTER,,,,Neutral,,
887,"@GodboleAvinash As per our services team, your smartphone has got dispatched yesterday evening, we will share AWB number shortly.",http://twitter.com/Lenovo_in/statuses/573439563269554177,TWITTER,,,,Neutral,,
888,Get the Lenovo A6000... By participating Buyhatke lucky draw.. To know more how to win this phone please visit... http://t.co/6xPvGoLicW,http://twitter.com/earticleblog/statuses/573438628287873024,TWITTER,,,,Positive,,
889,Slideshow : ET Review: Lenovo A6000 - ET Review: Lenovo A6000 - The Economic Times http://t.co/2VFJNaaexM,http://twitter.com/S_S_Karim/statuses/573434324348837889,TWITTER,,,,Neutral,,
890,"Lenovo A7000 4G announced in India: Within just two months since the launch of budget smartphone A6000, the Ch... http://t.co/EzeuXSGtTK",http://twitter.com/Manojjaha/statuses/573432854773800961,TWITTER,,,,Neutral,,
891,@LENOVO_A6000 its hava vedio calling feature all are says in not not supporting vedio calling its true,http://twitter.com/chinni_veera/statuses/573430734217572353,TWITTER,,,Experience,Neutral,Enquiry,
892,Hi @lenovo. I need some assistance please. My P780 went to hell a WEEK after the guarantee period ended. Noone seems to be able to help.,http://twitter.com/imagineimalive/statuses/573426009787146243,TWITTER,Post-Sales,,Customer Service,Neutral,"Enquiry, Complaint",
893,#deals #Lenovo A526 (Blue) is selling cheaper by 20% at INR 6299 today http://t.co/NAWhFb40jG #amazonin,http://twitter.com/pricetrak/statuses/573418156363919360,TWITTER,,,,Neutral,,
894,RT @teleworldin @LENOVO_A6000 @RanbirKapoor4u @AgrimaRanbir @bombayvelvet_bv @muna_iti #filmbombayvelvet #RanbirKapoor •À_•À_•À_•À_•À_ http://t.co/j9FFrogNXe,http://twitter.com/vibhuti1001/statuses/573415221928148993,TWITTER,,,,Neutral,,
895,Lenovo Vibe X2 Pro with 13MP front and rear Camera at MWCåÊ2015 http://t.co/N8zi4c5AVT,http://twitter.com/Techtoynews/statuses/573410587809480705,TWITTER,,,,Neutral,,
896,Lenovo Vibe X2 Pro with 13MP front and rear Camera at MWCåÊ2015 http://t.co/UVxb7Oljmu,http://twitter.com/ankit4554/statuses/573410583137013761,TWITTER,,,,Neutral,,
897,Lenovo Vibe X2 Pro with 13MP front and rear Camera at MWC 2015 http://t.co/UVxb7Oljmu http://t.co/v1SbDYj2ue,http://twitter.com/ankit4554/statuses/573410579269857280,TWITTER,,,,Neutral,,
898,@Yuanqing_Lenovo Congrats !! Continue the Good Work and Make @Motorola bet mobile Phone Brand,http://twitter.com/sharmakeshav28/statuses/573385620225048576,TWITTER,,,,Positive,,
899,"Lenovo S650 Silver at Rs 6,999, Lowest Price http://t.co/pUt4CFG7CM",http://twitter.com/onlinefshopping/statuses/573383269791748096,TWITTER,,,,Neutral,,
900,Get a 1.3 GHz Quad Core processor in the power-packed Lenovo A680. Click here - http://t.co/DWqnWiHoFx http://t.co/2vU1dmvGIl,http://twitter.com/ebayindia/statuses/573380552901828608,TWITTER,,,,Neutral,,
901,http://t.co/FQex3FOEx8  : Lenovo A369i (Black).åÊDeal of the dayåÊ: Check Offer Price http://t.co/fwOvHxfMmM,http://twitter.com/Electronics56/statuses/573375583339618305,TWITTER,,,,Neutral,,
902,Check out Lenovo A269i (Black) http://t.co/Ytc4kForRz via @,http://twitter.com/ravi28001/statuses/573371550713303040,TWITTER,,,,Neutral,,
903,Now get 55% Off on Lenovo S650 Silver Lenovo S650 Silver SPECIFICATIONS OF LENOVO S650‰Û_ http://t.co/j4lnrppRut,http://twitter.com/couponkhabar/statuses/573354766996140033,TWITTER,,,,Neutral,,
904,finally decided to buy a Lenovo-A6000 after seeing review by @geekyranjit & now waiting for mar 11 to get it on @Flipkart @Lenovo_in,http://twitter.com/dadhiloba/statuses/573346853590200320,TWITTER,,,,Neutral,,
905,Coupons Crow:Upto 34% OFF Lenovo S850 Mobile Buy India  Read More: http://t.co/Kq9HBZ6W67  #Lenovo #Mobile... http://t.co/sAdqssjcIG,http://twitter.com/couponscrow/statuses/573342930775093248,TWITTER,,,,Neutral,,
